Student_ID,Age,Gender,Study_Hours_Per_Week,Attendance_Rate,Assignments_Submitted,Course_Grade,Part_Time_Job,Monthly_Income,GPA,Social_Media_Usage_Hours,Extra_Curricular_Activities,Internet_Access,Parental_Education_Level,Mode_of_Transport
S08754,24,Male,20,0.98,5,B,No,4501,3.9,19,Yes,Yes,Graduate,Bike
S08755,18,Male,5,0.66,4,A,No,6598,4.0,0,No,No,High School,Walk
S08756,21,Other,5,0.78,1,A,No,6201,2.5,14,No,No,Diploma,Bike
S08757,21,Female,26,0.7,9,D,No,5356,2.26,10,Yes,No,Diploma,Bike
S08758,21,Other,32,0.81,9,C,No,8372,2.57,3,No,No,High School,Walk
S08759,21,Male,39,0.68,3,B,No,10708,2.5,9,Yes,Yes,Diploma,Car
S08760,22,Male,22,0.91,6,A,No,5840,2.99,16,Yes,No,Diploma,Walk
S08761,24,Male,15,0.52,4,D,Yes,18525,2.07,18,No,No,Postgraduate,Bike
S08762,22,Female,21,0.87,2,D,Yes,8563,3.08,15,No,Yes,Graduate,Bus
S08763,20,Female,35,0.51,8,B,Yes,16474,2.29,12,Yes,No,Postgraduate,Bus
S08764,18,Male,36,0.98,2,A,No,7362,2.4,15,No,Yes,High School,Bike
S08765,21,Male,37,0.52,9,D,Yes,13944,2.07,2,Yes,Yes,Diploma,Bike
S08766,20,Male,20,0.9,9,F,Yes,8239,3.46,18,Yes,No,High School,Car
S08767,22,Male,38,0.85,5,B,Yes,3955,2.27,0,No,No,High School,Bike
S08768,19,Other,18,0.93,7,C,No,3583,3.18,16,No,No,High School,Bike
S08769,23,Male,19,0.56,3,F,Yes,17464,3.77,5,No,No,Diploma,Bike
S08770,24,Other,21,0.68,1,B,No,15076,2.56,14,Yes,Yes,High School,Bus
S08771,22,Male,13,0.54,6,D,Yes,14436,2.09,2,Yes,Yes,Graduate,Walk
S08772,22,Male,18,0.64,0,D,No,19198,2.95,15,Yes,Yes,Diploma,Bus
S08773,19,Female,28,0.8,7,C,Yes,11248,2.78,15,Yes,No,Graduate,Car
S08774,19,Other,15,0.98,8,A,Yes,171,2.92,16,No,Yes,Postgraduate,Walk
S08775,20,Male,33,0.63,9,C,Yes,2351,2.09,17,Yes,No,Graduate,Car
S08776,18,Female,29,0.67,9,A,No,3175,2.75,15,No,Yes,Diploma,Car
S08777,18,Male,8,0.7,7,F,Yes,7237,2.11,2,Yes,No,Graduate,Bus
S08778,24,Other,36,0.52,8,F,Yes,15347,3.85,0,Yes,Yes,Graduate,Bike
S08779,22,Female,36,0.84,1,D,No,2062,2.97,16,No,Yes,Graduate,Walk
S08780,19,Female,7,0.56,3,C,No,8296,3.9,9,Yes,Yes,Postgraduate,Bus
S08781,22,Male,10,0.94,2,B,No,17583,2.22,13,Yes,Yes,Postgraduate,Bike
S08782,18,Other,23,0.71,2,B,Yes,8294,2.74,18,No,Yes,Graduate,Bike
S08783,18,Male,21,0.94,7,B,Yes,5835,2.95,1,Yes,No,Graduate,Walk
S08784,21,Female,9,0.87,9,B,Yes,12842,3.98,11,Yes,Yes,High School,Bike
S08785,18,Male,14,0.89,2,D,No,5808,2.26,9,No,Yes,Diploma,Bike
S08786,23,Male,31,0.69,6,B,Yes,3047,3.48,2,Yes,Yes,Graduate,Car
S08787,21,Other,36,0.91,0,D,No,1632,3.9,19,No,No,Graduate,Car
S08788,22,Other,25,0.78,9,B,No,619,3.06,4,No,Yes,High School,Bike
S08789,20,Male,36,0.58,2,D,Yes,12101,3.89,3,No,Yes,Postgraduate,Bus
S08790,18,Other,38,0.95,3,C,Yes,1360,2.46,9,No,No,Graduate,Car
S08791,24,Female,19,0.7,2,F,No,3135,2.58,0,No,Yes,Graduate,Car
S08792,21,Other,13,0.95,2,D,No,13500,2.08,5,No,No,High School,Walk
S08793,20,Female,6,0.79,1,D,Yes,7039,3.22,15,Yes,Yes,High School,Bike
S08794,20,Male,10,0.53,1,F,Yes,2594,3.15,0,Yes,Yes,Diploma,Bus
S08795,22,Male,31,0.89,7,D,No,19687,3.31,1,Yes,Yes,Diploma,Car
S08796,19,Male,25,0.51,0,C,No,8116,3.75,2,Yes,No,Postgraduate,Bike
S08797,24,Male,38,0.55,6,A,Yes,16068,3.16,6,Yes,No,High School,Car
S08798,20,Male,26,0.67,8,F,Yes,8550,2.34,5,Yes,Yes,Postgraduate,Bus
S08799,22,Other,12,0.82,0,D,No,16453,2.06,11,Yes,No,High School,Car
S08800,19,Other,24,0.71,5,C,Yes,12104,2.12,17,No,Yes,Diploma,Bus
S08801,23,Male,13,0.7,6,B,No,1584,3.26,9,Yes,No,Diploma,Car
S08802,20,Female,23,0.71,1,F,Yes,15212,3.41,16,Yes,No,Postgraduate,Walk
S08803,22,Other,36,0.56,2,B,No,5212,2.6,0,No,No,Postgraduate,Bike
S08804,22,Male,15,0.85,9,C,No,15754,3.56,2,Yes,No,Postgraduate,Car
S08805,21,Male,32,0.6,4,F,Yes,13092,2.66,0,Yes,No,High School,Car
S08806,22,Other,25,0.72,8,D,Yes,9520,3.31,12,No,Yes,High School,Bike
S08807,20,Female,6,0.98,0,A,No,8057,3.81,3,Yes,No,Postgraduate,Bus
S08808,20,Other,11,0.96,9,A,Yes,11151,2.39,14,No,No,High School,Bike
S08809,18,Male,29,0.88,9,D,Yes,18884,3.67,1,Yes,No,Postgraduate,Bike
S08810,20,Other,25,0.94,1,C,No,17628,2.02,13,No,Yes,Diploma,Bike
S08811,19,Female,17,0.84,3,B,No,8191,3.57,4,Yes,No,Postgraduate,Car
S08812,18,Other,30,0.91,9,C,Yes,7453,2.5,0,No,Yes,Postgraduate,Car
S08813,22,Female,27,0.62,8,F,Yes,9374,2.02,6,No,Yes,High School,Bus
S08814,18,Other,17,0.73,2,A,No,14610,2.02,8,No,No,Graduate,Bus
S08815,19,Other,33,0.64,1,A,Yes,16326,2.9,0,Yes,No,Graduate,Walk
S08816,18,Other,13,0.52,5,D,No,15961,2.22,7,No,No,Postgraduate,Bus
S08817,19,Male,24,0.62,7,F,No,1597,3.0,19,No,No,High School,Bus
S08818,22,Other,25,0.63,8,F,Yes,14045,3.63,15,Yes,Yes,Graduate,Car
S08819,18,Other,12,0.84,0,A,Yes,5972,3.25,10,No,No,Graduate,Bike
S08820,24,Other,30,0.67,8,B,Yes,1042,3.56,11,No,Yes,Graduate,Car
S08821,20,Male,31,0.61,4,F,Yes,9756,3.06,18,Yes,Yes,Postgraduate,Walk
S08822,20,Other,27,0.51,7,C,No,8233,3.32,14,No,No,Postgraduate,Bike
S08823,19,Male,35,0.7,7,D,Yes,10702,3.24,14,Yes,No,High School,Car
S08824,19,Other,18,0.89,6,C,Yes,11643,2.34,4,Yes,No,Diploma,Bike
S08825,19,Female,21,0.81,3,F,Yes,15430,2.79,2,No,No,Postgraduate,Walk
S08826,23,Other,12,0.95,2,D,No,3777,3.39,7,Yes,Yes,Diploma,Bike
S08827,22,Male,14,0.79,1,A,No,4856,3.41,0,No,No,Graduate,Car
S08828,23,Male,19,0.52,6,C,Yes,5498,2.4,15,Yes,No,Graduate,Bus
S08829,19,Male,35,0.72,4,C,Yes,11128,3.12,13,Yes,No,High School,Walk
S08830,20,Male,27,0.71,6,C,No,11198,2.19,2,No,No,Graduate,Car
S08831,24,Other,38,0.92,3,C,No,12527,3.52,1,No,No,Diploma,Bike
S08832,24,Male,27,0.83,5,D,No,11390,3.45,3,Yes,No,High School,Bus
S08833,20,Other,25,0.63,3,B,Yes,15753,3.54,11,No,No,Graduate,Bike
S08834,19,Female,14,0.85,1,D,Yes,868,2.25,16,No,No,Diploma,Car
S08835,21,Male,26,0.92,0,F,Yes,8117,2.63,13,Yes,No,Diploma,Car
S08836,23,Male,33,0.53,9,B,No,5448,2.63,15,Yes,Yes,Diploma,Car
S08837,19,Male,21,0.86,1,C,No,12285,2.34,4,Yes,No,Graduate,Walk
S08838,24,Other,32,0.9,5,A,No,48,2.08,15,Yes,No,High School,Bus
S08839,21,Female,27,0.68,8,A,Yes,6347,3.36,0,Yes,No,High School,Car
S08840,18,Other,5,0.98,8,A,No,8027,3.19,11,Yes,No,High School,Bike
S08841,18,Female,6,0.92,8,D,No,3780,2.77,0,Yes,No,Graduate,Walk
S08842,20,Male,21,0.63,9,F,No,9851,2.73,8,Yes,Yes,Graduate,Car
S08843,18,Other,38,0.7,4,F,Yes,15798,2.59,10,No,No,High School,Bike
S08844,24,Other,17,0.95,7,B,No,15351,2.23,7,No,Yes,Postgraduate,Bus
S08845,18,Female,11,0.92,7,A,Yes,4149,2.6,0,No,Yes,Diploma,Bus
S08846,24,Other,30,0.9,1,A,No,14290,3.15,11,No,No,Diploma,Bike
S08847,24,Male,32,0.99,6,B,No,171,2.03,19,Yes,No,Postgraduate,Bus
S08848,18,Other,11,0.54,1,C,Yes,6874,2.31,11,Yes,No,Postgraduate,Bike
S08849,22,Female,13,0.53,7,A,Yes,19206,2.93,11,Yes,Yes,Diploma,Bus
S08850,22,Other,29,0.72,2,C,No,10999,2.38,4,Yes,Yes,Diploma,Walk
S08851,23,Male,12,0.96,7,D,No,3333,2.37,15,No,Yes,Graduate,Bike
S08852,19,Other,11,0.77,3,C,Yes,14482,2.7,15,Yes,No,Diploma,Bus
S08853,21,Other,10,0.97,4,B,No,6520,2.75,0,Yes,Yes,Diploma,Car
S08854,20,Other,14,0.58,5,C,No,16165,2.51,0,No,Yes,Postgraduate,Walk
S08855,23,Other,31,0.87,0,D,Yes,17760,2.27,7,No,No,Postgraduate,Bike
S08856,23,Female,24,0.66,5,B,Yes,9028,3.04,4,No,Yes,Graduate,Bus
S08857,22,Male,7,0.84,9,A,No,19791,3.13,11,Yes,No,High School,Walk
S08858,22,Female,34,0.71,0,A,No,16265,2.68,4,Yes,Yes,Postgraduate,Walk
S08859,23,Other,34,0.65,0,F,No,3122,3.73,16,No,No,Graduate,Walk
S08860,20,Male,36,0.93,5,F,No,5661,3.71,17,No,No,High School,Bike
S08861,23,Female,35,0.69,8,A,No,11837,3.96,8,Yes,No,High School,Bike
S08862,22,Other,25,0.61,9,D,Yes,10599,3.07,7,Yes,No,High School,Walk
S08863,20,Female,24,0.58,4,D,No,17680,3.33,6,Yes,Yes,Postgraduate,Bike
S08864,24,Other,16,0.59,9,A,Yes,16775,3.95,13,No,No,Graduate,Car
S08865,19,Male,39,0.76,8,D,No,6540,3.75,16,No,No,Diploma,Car
S08866,19,Other,22,0.53,3,B,No,10951,3.58,2,No,No,Graduate,Walk
S08867,23,Female,27,0.54,6,C,No,15358,3.69,1,No,No,Postgraduate,Walk
S08868,18,Other,32,0.73,1,B,Yes,10233,3.23,0,Yes,No,Graduate,Car
S08869,24,Male,18,0.85,5,B,No,7242,3.77,1,Yes,No,High School,Bus
S08870,20,Female,12,0.84,6,D,No,17341,3.75,19,Yes,No,Postgraduate,Car
S08871,20,Female,20,0.95,9,A,No,7331,3.19,11,Yes,Yes,Graduate,Bike
S08872,19,Female,5,0.75,7,A,No,6050,2.69,11,No,No,Postgraduate,Car
S08873,22,Female,9,0.61,6,A,Yes,14340,2.99,9,No,Yes,Postgraduate,Car
S08874,20,Female,9,0.9,6,C,No,12044,2.01,13,No,No,Diploma,Bus
S08875,23,Male,27,0.57,1,A,No,17943,3.94,1,No,Yes,Graduate,Walk
S08876,20,Female,22,0.84,4,A,No,16361,2.66,13,No,No,High School,Bus
S08877,22,Other,39,0.85,7,D,No,4599,3.05,7,No,Yes,Diploma,Car
S08878,19,Female,8,0.6,1,F,No,6488,3.67,18,Yes,Yes,Diploma,Walk
S08879,20,Female,33,0.53,2,F,Yes,17758,2.34,7,Yes,Yes,Graduate,Car
S08880,20,Other,20,0.59,6,D,Yes,18712,3.81,16,Yes,Yes,Diploma,Walk
S08881,22,Male,24,0.9,1,A,Yes,11543,2.34,6,Yes,No,Postgraduate,Car
S08882,18,Female,27,0.92,7,F,Yes,4965,2.22,14,Yes,No,Graduate,Bus
S08883,22,Male,9,0.63,5,A,No,11717,3.43,16,No,Yes,Graduate,Car
S08884,23,Other,33,0.76,8,B,Yes,5717,2.81,18,Yes,No,High School,Bike
S08885,22,Male,5,0.53,0,C,No,3345,2.72,9,Yes,Yes,Postgraduate,Walk
S08886,18,Other,5,0.6,2,A,No,3272,2.91,18,Yes,No,Diploma,Car
S08887,20,Male,35,0.78,8,D,No,7227,2.85,14,No,No,Graduate,Bus
S08888,18,Male,12,0.62,4,D,No,17092,2.13,16,No,Yes,Diploma,Bus
S08889,21,Female,37,0.53,4,D,No,2976,2.08,10,Yes,Yes,Diploma,Walk
S08890,24,Other,36,0.94,8,C,No,19890,2.84,0,No,No,Graduate,Walk
S08891,18,Other,22,0.62,5,A,No,1106,2.19,3,Yes,No,High School,Bus
S08892,19,Female,12,0.89,0,F,Yes,6958,2.46,7,Yes,Yes,High School,Bus
S08893,20,Male,29,0.71,0,B,No,12612,3.71,19,Yes,No,Graduate,Bus
S08894,21,Male,17,0.85,6,A,Yes,18353,2.52,11,Yes,Yes,Postgraduate,Bus
S08895,21,Male,26,0.68,0,C,No,6021,3.84,0,No,Yes,Postgraduate,Bike
S08896,18,Male,11,0.8,0,A,No,9692,2.88,11,Yes,No,Graduate,Walk
S08897,24,Male,36,0.83,7,B,Yes,9512,3.17,15,No,Yes,High School,Walk
S08898,24,Other,34,0.56,3,C,Yes,15004,2.45,1,No,Yes,High School,Bus
S08899,21,Male,8,0.94,5,F,Yes,7922,2.04,3,Yes,Yes,High School,Car
S08900,23,Female,23,0.68,0,A,Yes,11444,2.9,11,No,Yes,Diploma,Bike
S08901,20,Female,30,0.89,8,C,No,3105,3.27,1,No,No,Postgraduate,Car
S08902,20,Male,18,0.78,6,A,Yes,149,2.39,18,Yes,Yes,Graduate,Walk
S08903,22,Male,19,0.59,7,C,Yes,14459,3.83,1,Yes,No,Postgraduate,Car
S08904,22,Female,12,0.68,1,B,Yes,13349,2.38,2,Yes,Yes,Postgraduate,Walk
S08905,23,Other,39,0.54,1,D,Yes,11650,3.5,13,Yes,No,High School,Bus
S08906,19,Female,16,0.64,7,A,Yes,10676,3.16,3,No,Yes,Graduate,Car
S08907,23,Female,8,0.6,8,C,No,19865,2.12,13,Yes,Yes,Diploma,Bus
S08908,18,Other,16,0.64,9,C,Yes,16665,2.91,18,Yes,Yes,Postgraduate,Walk
S08909,21,Male,36,0.9,2,C,Yes,19099,2.27,17,Yes,No,Graduate,Bus
S08910,24,Female,37,0.54,9,B,No,15763,2.71,1,Yes,No,High School,Car
S08911,22,Other,14,0.82,7,D,No,9139,3.03,9,No,Yes,High School,Car
S08912,20,Female,29,0.68,7,A,No,13732,2.68,12,Yes,No,Graduate,Bus
S08913,23,Other,21,0.74,4,C,No,936,2.52,12,No,No,Graduate,Bike
S08914,24,Female,15,0.61,7,A,Yes,10121,2.9,13,No,No,Diploma,Bus
S08915,21,Female,35,0.98,3,A,Yes,5215,3.23,10,Yes,Yes,Diploma,Car
S08916,18,Male,19,0.83,4,C,Yes,19260,3.74,15,Yes,Yes,High School,Bus
S08917,21,Female,18,0.6,9,F,Yes,17595,3.16,6,No,Yes,Postgraduate,Bike
S08918,21,Male,15,0.75,3,D,Yes,10740,2.5,0,Yes,No,High School,Walk
S08919,19,Female,15,0.58,5,C,No,8027,3.87,5,No,Yes,High School,Bike
S08920,18,Other,20,0.95,4,B,Yes,19714,2.35,1,No,No,High School,Bus
S08921,21,Male,6,0.74,5,A,Yes,6725,2.5,2,No,No,Graduate,Walk
S08922,20,Male,31,0.54,9,A,Yes,25,2.22,3,Yes,Yes,Postgraduate,Walk
S08923,20,Other,25,0.58,6,A,No,18750,3.23,17,Yes,No,Diploma,Car
S08924,19,Male,36,0.75,2,B,No,7820,2.3,7,No,Yes,High School,Car
S08925,22,Other,22,0.6,7,C,No,16397,2.23,6,Yes,No,Diploma,Bike
S08926,18,Female,25,0.86,1,D,No,2175,3.58,11,Yes,No,High School,Bike
S08927,21,Male,18,0.71,4,C,Yes,1614,3.43,15,Yes,Yes,High School,Car
S08928,19,Other,14,0.78,8,F,No,9747,3.75,8,Yes,No,Graduate,Bike
S08929,24,Female,9,0.81,9,B,Yes,11312,3.13,10,No,Yes,Postgraduate,Bike
S08930,20,Female,5,0.97,9,D,No,12458,2.51,15,Yes,No,Postgraduate,Bus
S08931,23,Male,19,0.97,6,D,No,3144,3.47,7,No,Yes,Postgraduate,Car
S08932,21,Female,27,0.69,3,F,Yes,6361,2.95,6,Yes,No,Graduate,Car
S08933,20,Other,30,0.95,1,F,Yes,9420,2.96,0,Yes,Yes,Graduate,Bus
S08934,23,Male,8,1.0,8,B,No,7430,2.39,2,Yes,Yes,Graduate,Bike
S08935,21,Male,30,0.94,1,C,No,18200,3.5,13,Yes,Yes,Postgraduate,Walk
S08936,18,Male,27,0.53,8,A,No,3713,3.73,16,Yes,Yes,Diploma,Bus
S08937,20,Other,32,0.66,8,A,No,15073,2.83,10,Yes,Yes,High School,Walk
S08938,19,Male,17,0.55,1,D,Yes,10075,2.42,4,No,No,Postgraduate,Bike
S08939,19,Female,20,0.84,1,F,No,6588,2.28,9,No,Yes,Postgraduate,Walk
S08940,24,Female,14,0.67,1,D,No,1302,2.25,5,No,Yes,High School,Car
S08941,19,Female,14,0.59,9,B,Yes,8173,2.66,15,No,Yes,Graduate,Bus
S08942,23,Female,5,0.6,6,D,Yes,15478,3.58,11,No,Yes,Graduate,Car
S08943,19,Other,26,0.69,1,C,Yes,7477,3.83,6,No,Yes,Graduate,Walk
S08944,22,Other,32,0.8,4,C,Yes,8998,3.6,12,No,Yes,Graduate,Bike
S08945,23,Other,10,0.84,0,A,Yes,15347,2.76,4,Yes,No,High School,Car
S08946,21,Other,32,0.51,7,B,No,4327,3.27,0,No,Yes,Graduate,Walk
S08947,23,Male,28,0.99,8,F,Yes,9211,2.27,15,No,No,Postgraduate,Walk
S08948,21,Male,33,0.52,6,A,Yes,3082,3.51,10,Yes,No,Postgraduate,Walk
S08949,21,Female,10,0.99,3,D,Yes,10219,3.33,4,Yes,No,Diploma,Bus
S08950,22,Male,5,0.63,2,D,Yes,5697,2.93,9,No,No,High School,Walk
S08951,24,Other,33,0.95,0,C,No,477,3.51,17,Yes,No,Postgraduate,Walk
S08952,23,Male,9,0.94,9,D,Yes,3188,3.42,5,Yes,Yes,Diploma,Car
S08953,19,Other,16,0.74,5,F,No,6941,3.8,10,Yes,No,High School,Car
S08954,18,Other,12,0.88,8,C,Yes,5184,2.99,2,Yes,No,Graduate,Bus
S08955,19,Other,11,0.83,3,A,No,15417,3.63,3,Yes,Yes,Postgraduate,Walk
S08956,22,Female,10,0.91,1,F,No,11100,3.24,18,Yes,No,Postgraduate,Car
S08957,18,Male,12,0.78,4,C,Yes,7693,3.42,6,No,No,Graduate,Car
S08958,22,Other,39,0.67,1,C,No,2253,2.3,4,No,No,Graduate,Walk
S08959,20,Female,30,0.71,5,D,Yes,4543,2.68,13,No,Yes,High School,Walk
S08960,24,Female,5,0.57,0,A,Yes,17536,2.46,1,Yes,Yes,High School,Bike
S08961,21,Male,31,0.64,2,B,Yes,1575,2.24,15,No,No,Postgraduate,Bus
S08962,21,Male,32,0.98,3,C,No,4569,3.04,14,Yes,Yes,Diploma,Walk
S08963,22,Female,35,0.71,6,F,No,11077,2.3,7,Yes,No,Graduate,Car
S08964,18,Male,14,0.86,9,D,Yes,8154,2.41,6,No,No,Postgraduate,Bus
S08965,20,Other,32,0.66,4,D,Yes,19129,2.96,12,Yes,Yes,Postgraduate,Bike
S08966,20,Other,16,0.86,4,A,Yes,11940,3.15,10,Yes,Yes,Graduate,Bike
S08967,19,Female,19,0.74,5,F,Yes,16174,2.5,13,No,Yes,High School,Car
S08968,19,Other,6,0.89,9,D,Yes,4897,2.26,5,Yes,Yes,Postgraduate,Bus
S08969,18,Other,22,0.7,3,F,No,7186,3.52,5,No,No,Diploma,Car
S08970,24,Other,27,0.98,3,D,No,14307,3.47,11,No,Yes,Postgraduate,Walk
S08971,24,Female,14,0.59,4,B,Yes,4609,2.48,5,Yes,Yes,Diploma,Bus
S08972,19,Female,10,0.75,6,F,No,15762,3.46,0,Yes,Yes,Graduate,Bus
S08973,21,Female,21,0.58,2,F,No,1382,2.45,15,No,No,Graduate,Car
S08974,22,Male,7,0.63,7,C,Yes,19418,3.25,6,No,No,High School,Bike
S08975,21,Other,5,0.76,8,F,Yes,8090,3.4,1,No,Yes,Postgraduate,Bus
S08976,24,Male,14,0.59,0,D,No,8967,2.69,8,No,No,Graduate,Bus
S08977,20,Male,8,0.55,6,C,Yes,12386,2.53,13,No,No,Graduate,Bike
S08978,20,Male,17,0.92,2,C,Yes,16096,3.17,16,Yes,Yes,Graduate,Car
S08979,22,Other,32,0.68,6,F,Yes,11382,2.08,13,No,Yes,Graduate,Bike
S08980,18,Other,35,0.86,9,C,No,12883,3.96,6,No,No,High School,Bus
S08981,20,Female,21,0.74,5,F,Yes,11843,2.11,12,Yes,Yes,Graduate,Walk
S08982,18,Female,39,0.87,4,F,Yes,3184,3.86,13,Yes,No,Diploma,Bus
S08983,21,Male,21,0.63,8,C,Yes,7154,3.99,16,No,Yes,Graduate,Walk
S08984,23,Male,8,0.55,4,D,No,2277,2.25,0,Yes,No,Diploma,Bike
S08985,23,Other,18,0.76,3,C,Yes,18167,3.12,5,No,Yes,Graduate,Bus
S08986,19,Male,37,0.82,0,A,No,420,3.38,2,Yes,No,Graduate,Bike
S08987,22,Male,16,0.97,5,F,Yes,8813,3.61,0,Yes,No,Postgraduate,Car
S08988,19,Female,6,0.89,2,B,Yes,18637,2.1,0,No,Yes,High School,Bus
S08989,24,Female,10,0.94,0,B,Yes,15428,2.73,0,No,Yes,Diploma,Bus
S08990,24,Female,38,0.86,5,B,Yes,6069,2.44,13,Yes,Yes,High School,Bus
S08991,18,Other,33,1.0,1,B,Yes,13,3.77,11,No,No,Diploma,Bike
S08992,23,Male,15,0.87,1,F,No,14891,3.94,14,No,Yes,Postgraduate,Car
S08993,18,Other,14,0.83,3,F,No,18637,3.29,14,No,Yes,Diploma,Walk
S08994,21,Female,23,0.66,5,C,Yes,8032,3.25,4,No,Yes,Postgraduate,Car
S08995,21,Male,6,0.62,2,C,Yes,18002,2.9,4,No,Yes,Diploma,Car
S08996,18,Female,6,0.64,5,B,Yes,15502,2.42,14,No,No,Postgraduate,Car
S08997,21,Male,17,0.51,9,F,Yes,7336,2.4,9,Yes,No,Diploma,Bus
S08998,22,Female,35,0.62,2,C,No,11633,2.86,18,No,No,Graduate,Bus
S08999,20,Other,5,0.64,6,C,Yes,5315,2.29,0,Yes,No,Postgraduate,Bus
S09000,22,Other,18,0.54,9,C,No,19021,2.75,15,No,Yes,Graduate,Car
S09001,24,Male,20,0.51,5,F,No,10479,3.38,5,Yes,No,Graduate,Walk
S09002,18,Female,17,0.75,2,A,Yes,4388,3.77,1,No,Yes,High School,Bus
S09003,23,Female,29,0.59,0,B,Yes,18133,3.11,5,Yes,No,Diploma,Bike
S09004,20,Female,11,0.62,9,C,Yes,6200,3.08,12,No,No,High School,Walk
S09005,18,Other,34,0.99,4,C,Yes,11336,2.39,10,Yes,Yes,Postgraduate,Bike
S09006,23,Male,21,0.57,7,B,Yes,3008,3.62,8,No,No,Graduate,Walk
S09007,22,Male,28,0.52,9,F,No,19076,3.17,18,Yes,No,High School,Car
S09008,23,Female,21,0.91,1,D,Yes,3801,3.91,10,No,Yes,Postgraduate,Car
S09009,24,Female,21,0.64,5,B,Yes,17181,3.3,10,No,Yes,High School,Car
S09010,24,Female,29,0.75,6,B,Yes,19392,3.19,5,No,No,Postgraduate,Bus
S09011,18,Male,13,0.92,1,D,Yes,13025,2.58,4,Yes,Yes,High School,Walk
S09012,21,Male,7,0.75,3,D,No,13586,3.21,7,No,Yes,Postgraduate,Bike
S09013,18,Other,36,0.95,8,B,Yes,4485,3.33,7,No,Yes,Postgraduate,Car
S09014,22,Male,7,0.83,1,C,Yes,9056,2.58,19,Yes,Yes,Postgraduate,Walk
S09015,23,Male,5,0.81,3,D,No,8340,2.12,17,No,Yes,Graduate,Car
S09016,21,Other,12,0.88,0,A,Yes,2363,3.37,3,No,No,Graduate,Bus
S09017,20,Male,34,0.61,8,A,No,3298,3.0,2,Yes,Yes,Graduate,Car
S09018,22,Male,39,0.59,3,B,Yes,11628,2.78,1,Yes,No,Postgraduate,Walk
S09019,19,Female,31,0.92,7,C,Yes,5729,3.44,15,No,No,Graduate,Walk
S09020,19,Other,17,0.95,2,D,No,6154,3.47,4,No,Yes,Diploma,Bike
S09021,24,Female,10,0.58,0,B,Yes,7508,2.65,6,Yes,Yes,Diploma,Bus
S09022,24,Other,36,0.77,7,D,No,2056,2.12,2,No,Yes,Diploma,Car
S09023,22,Other,7,0.58,3,A,Yes,4998,2.41,5,Yes,No,Diploma,Walk
S09024,24,Male,8,0.52,3,C,No,15140,3.84,19,No,Yes,Diploma,Walk
S09025,22,Female,32,0.75,7,A,Yes,4995,2.59,13,No,No,Graduate,Car
S09026,24,Other,27,0.8,4,F,Yes,13949,2.3,4,Yes,No,Postgraduate,Bike
S09027,19,Other,17,0.73,3,A,Yes,205,3.75,1,No,Yes,Diploma,Bus
S09028,24,Other,27,0.89,3,D,No,11826,2.08,14,No,Yes,Postgraduate,Walk
S09029,19,Other,7,0.62,0,F,No,3890,3.62,2,No,No,Postgraduate,Car
S09030,23,Male,28,0.96,0,A,No,2681,3.55,5,No,Yes,High School,Walk
S09031,19,Male,16,0.78,8,F,No,1286,3.13,1,Yes,No,Postgraduate,Bus
S09032,22,Other,13,0.77,7,A,No,11398,3.27,4,No,Yes,Postgraduate,Bus
S09033,23,Female,5,0.73,2,C,Yes,7471,2.33,3,No,Yes,Diploma,Walk
S09034,21,Female,24,0.61,6,A,Yes,10502,3.13,11,Yes,No,High School,Walk
S09035,18,Other,21,0.64,6,A,Yes,4937,3.09,19,Yes,Yes,High School,Car
S09036,23,Other,36,0.78,0,A,Yes,14482,2.36,14,No,No,Postgraduate,Walk
S09037,23,Male,9,0.87,0,C,Yes,16572,3.48,0,No,Yes,Postgraduate,Car
S09038,18,Female,24,0.57,9,C,Yes,13935,2.07,14,Yes,Yes,Diploma,Car
S09039,24,Female,30,0.76,6,A,Yes,5084,2.71,10,Yes,Yes,High School,Walk
S09040,21,Female,32,0.52,6,D,No,8067,3.3,14,No,Yes,High School,Walk
S09041,18,Male,11,0.59,4,C,Yes,18479,3.6,16,No,No,Graduate,Bus
S09042,23,Other,12,0.9,5,F,Yes,3557,3.13,3,Yes,No,Postgraduate,Car
S09043,21,Male,27,0.64,3,F,Yes,15576,3.84,11,No,No,High School,Bus
S09044,21,Other,11,0.64,0,D,No,13343,2.73,15,No,No,Diploma,Walk
S09045,18,Female,28,0.77,0,A,No,13355,3.93,16,No,No,High School,Car
S09046,18,Other,27,0.69,2,C,No,10723,2.46,17,Yes,No,Postgraduate,Car
S09047,24,Female,22,0.92,3,D,No,12841,2.96,9,Yes,Yes,High School,Bike
S09048,18,Other,28,0.73,1,A,Yes,10158,3.84,14,No,Yes,Diploma,Bus
S09049,20,Other,17,0.93,2,B,Yes,17158,3.1,12,Yes,Yes,Diploma,Walk
S09050,18,Other,12,0.5,4,F,No,3224,3.28,5,Yes,No,Postgraduate,Bus
S09051,22,Male,27,0.9,9,D,Yes,14562,3.84,8,No,Yes,Graduate,Walk
S09052,24,Female,23,0.51,8,C,No,15683,3.89,19,No,Yes,Graduate,Car
S09053,24,Male,23,0.93,4,B,Yes,5287,2.44,4,No,Yes,Diploma,Walk
S09054,22,Other,14,0.98,1,B,No,3209,3.58,3,No,Yes,Diploma,Walk
S09055,20,Female,39,0.94,6,B,Yes,7011,3.91,6,No,No,Graduate,Bike
S09056,22,Female,14,0.95,3,A,Yes,17909,2.08,4,No,Yes,High School,Bus
